
44,44,1150,0,108,36,69,2147483647,0,0,null,null,,44,UP,,44,0
45,45,20,0,44,4,2147483647,2147483647,0,4,null,null,,45,LEFT,,45,70
46,46,80,0,48,4,2147483647,2147483647,0,4,null,null,,46,LEFT,,46,10
47,47,90,0,48,4,51,2147483647,0,3,null,null,,47,LEFT,,47,0
48,48,90,0,80,24,41,2147483647,0,1,null,null,,48,RIGHT,,48,10
49,49,90,0,68,12,21,2147483647,0,0,null,null,,49,UP,,49,80
50,50,100,0,56,4,43,2147483647,0,0,null,null,,50,LEFT,,50,100
51,51,170,0,52,4,17,2147483647,0,0,null,null,,51,UP,,51,80
52,52,200,0,40,4,29,2147483647,0,0,null,null,,52,UP,,52,80
53,53,250,0,28,4,2147483647,2147483647,0,4,null,null,,53,RIGHT,,53,190
54,54,280,0,16,4,2147483647,2147483647,0,4,null,null,,54,LEFT,,54,230
55,55,440,0,85,4,64,2147483647,0,2,null,null,,55,DOWN,,55,140
56,56,510,0,92,4,44,2147483647,0,1,null,null,,56,UP,,56,90
57,57,580,0,64,4,40,2147483647,0,0,null,null,,57,DOWN,,57,20
58,58,600,0,52,16,28,2147483647,0,0,null,null,,58,DOWN,,58,70
59,59,600,0,56,4,48,2147483647,0,0,null,null,,59,LEFT,,59,90
60,60,670,0,28,4,12,2147483647,0,0,null,null,,60,LEFT,,60,130
61,61,690,0,40,16,32,2147483647,0,0,null,null,,61,UP,,61,130
62,62,800,0,76,4,29,2147483647,0,0,null,null,,62,LEFT,,62,20
63,63,820,0,85,16,5,2147483647,0,0,null,null,,63,LEFT,,63,40
64,64,820,0,73,4,19,2147483647,0,0,null,null,,64,DOWN,,64,50
65,65,860,0,57,4,51,2147483647,0,0,null,null,,65,LEFT,,65,50
66,66,870,0,32,4,44,2147483647,0,0,null,null,,66,RIGHT,,66,60
67,67,910,0,16,4,12,2147483647,0,0,null,null,,67,LEFT,,67,20
68,68,930,0,28,4,12,2147483647,0,0,null,null,,68,LEFT,,68,0
69,69,930,0,40,16,16,2147483647,0,0,null,null,,69,DOWN,,69,0
70,70,930,0,52,16,16,2147483647,0,0,null,null,,70,DOWN,,70,0
71,71,930,0,56,32,16,2147483647,0,0,null,null,,71,DOWN,,71,0
72,72,930,0,68,24,40,2147483647,0,0,null,null,,72,DOWN,,72,0
73,73,930,0,80,36,37,2147483647,0,0,null,null,,73,LEFT,,73,0
74,74,930,0,84,24,37,2147483647,0,0,null,null,,74,LEFT,,74,0
75,75,930,0,84,24,37,2147483647,0,0,null,null,,75,LEFT,,75,0
76,76,930,0,84,40,65,2147483647,0,0,null,null,,76,UP,,76,0
77,77,930,0,93,32,41,2147483647,0,0,null,null,,77,LEFT,,77,10
78,78,930,0,69,8,53,2147483647,0,0,null,null,,78,LEFT,,78,10
79,79,940,0,57,29,63,2147483647,0,0,null,null,,79,LEFT,,79,0
80,80,940,0,32,4,52,2147483647,0,0,null,null,,80,RIGHT,,80,0
81,81,940,0,16,4,28,2147483647,0,0,null,null,,81,LEFT,,81,0
82,82,940,0,28,4,28,2147483647,0,0,null,null,,82,LEFT,,82,0
83,83,940,0,40,16,28,2147483647,0,0,null,null,,83,DOWN,,83,0
84,84,940,0,52,16,28,2147483647,0,0,null,null,,84,DOWN,,84,0
85,85,940,0,56,32,28,2147483647,0,0,null,null,,85,DOWN,,85,0
86,86,940,0,68,24,52,2147483647,0,0,null,null,,86,DOWN,,86,0
87,87,940,0,80,36,76,2147483647,0,0,null,null,,87,LEFT,,87,0
88,88,940,0,84,24,82,2147483647,0,0,null,null,,88,LEFT,,88,0
89,89,940,0,84,24,62,2147483647,0,0,null,null,,89,UP,,89,0
90,90,940,0,84,40,76,2147483647,0,0,null,null,,90,LEFT,,90,0
91,91,940,0,48,4,41,2147483647,0,0,null,null,,91,RIGHT,,91,0
92,92,940,0,48,4,38,2147483647,0,0,null,null,,92,RIGHT,,92,0
93,93,940,0,80,36,34,2147483647,0,0,null,null,,93,RIGHT,,93,0
94,94,10,0,60,4,2147483647,2147483647,0,4,null,null,,94,LEFT,,94,90
95,95,70,0,36,4,2147483647,2147483647,0,4,null,null,,95,RIGHT,,95,40
96,96,100,0,48,4,66,2147483647,0,3,null,null,,96,LEFT,,96,40
97,97,110,0,48,4,55,2147483647,0,2,null,null,,97,DOWN,,97,60
98,98,140,0,36,4,79,2147483647,0,2,null,null,,98,RIGHT,,98,60
99,99,170,0,24,4,97,2147483647,0,1,null,null,,99,LEFT,,99,90
100,100,200,0,36,4,99,2147483647,0,0,null,null,,100,DOWN,,100,220
101,101,260,0,28,4,127,2147483647,0,0,null,null,,101,DOWN,,101,160
102,102,420,175,92,16,2147483647,87,4,0,null,null,,102,RIGHT,,102,0
103,103,420,163,96,4,2147483647,105,4,0,null,null,,103,DOWN,,103,30
104,104,420,139,88,4,2147483647,141,4,0,null,null,,104,LEFT,,104,120
105,105,450,127,76,4,2147483647,149,4,0,null,null,,105,UP,,105,120
106,106,540,91,72,4,2147483647,121,4,0,null,null,,106,UP,,106,50
107,107,570,79,84,4,2147483647,115,4,0,null,null,,107,DOWN,,107,20
108,108,590,67,96,16,2147483647,113,4,0,null,null,,108,DOWN,,108,0
109,109,590,43,88,16,2147483647,149,4,0,null,null,,109,LEFT,,109,90
110,110,590,31,76,4,2147483647,166,4,0,null,null,,110,RIGHT,,110,120
111,111,680,0,40,4,128,2147483647,0,0,null,null,,111,LEFT,,111,200
112,112,710,0,28,4,116,2147483647,0,0,null,null,,112,RIGHT,,112,200
113,113,880,175,92,4,2147483647,90,4,0,null,null,,113,RIGHT,,113,60
114,114,910,163,104,4,2147483647,108,4,0,null,null,,114,UP,,114,60
115,115,940,151,116,4,2147483647,94,4,0,null,null,,115,DOWN,,115,30
116,116,970,139,128,4,2147483647,100,4,0,null,null,,116,RIGHT,,116,0
117,117,970,127,128,16,2147483647,102,4,0,null,null,,117,UP,,117,0
118,118,970,115,116,4,2147483647,96,4,0,null,null,,118,RIGHT,,118,0
119,119,970,103,104,16,2147483647,110,4,0,null,null,,119,UP,,119,0
120,120,970,91,92,16,2147483647,92,4,0,null,null,,120,LEFT,,120,0
121,121,970,39,128,40,2147483647,138,4,0,null,null,,121,RIGHT,,121,0
122,122,970,27,140,40,2147483647,148,4,0,null,null,,122,LEFT,,122,0
123,123,970,0,140,4,129,2147483647,0,0,null,null,,123,LEFT,,123,0
124,124,970,0,128,4,119,2147483647,0,0,null,null,,124,RIGHT,,124,0
125,125,970,0,92,4,81,2147483647,0,0,null,null,,125,LEFT,,125,0
126,126,970,0,104,4,95,2147483647,0,0,null,null,,126,UP,,126,0
127,127,970,0,116,4,117,2147483647,0,0,null,null,,127,RIGHT,,127,0
128,128,970,0,128,4,117,2147483647,0,0,null,null,,128,RIGHT,,128,0
129,129,970,0,128,16,113,2147483647,0,0,null,null,,129,RIGHT,,129,0
130,130,970,0,116,4,105,2147483647,0,0,null,null,,130,RIGHT,,130,0
131,131,970,0,104,16,95,2147483647,0,0,null,null,,131,UP,,131,0
132,132,970,0,92,16,95,2147483647,0,0,null,null,,132,UP,,132,60
133,133,970,0,80,4,81,2147483647,0,0,null,null,,133,LEFT,,133,60
134,134,1030,0,104,4,95,2147483647,0,0,null,null,,134,UP,,134,0
135,135,1030,0,104,28,79,2147483647,0,0,null,null,,135,RIGHT,,135,0
136,136,1030,0,80,24,73,2147483647,0,0,null,null,,136,LEFT,,136,10
137,137,1030,0,68,12,49,2147483647,0,0,null,null,,137,DOWN,,137,80
138,138,1040,0,56,4,41,2147483647,0,0,null,null,,138,DOWN,,138,100
139,139,1110,0,28,4,39,2147483647,0,0,null,null,,139,RIGHT,,139,190
140,140,1140,0,16,4,39,2147483647,0,0,null,null,,140,LEFT,,140,160
141,141,1300,163,85,4,2147483647,53,4,0,null,null,,141,DOWN,,141,0
142,142,1300,135,92,4,2147483647,64,4,0,null,null,,142,UP,,142,0
143,143,0,0,68,12,2147483647,2147483647,0,4,null,null,,143,LEFT,,143,40
144,144,10,0,44,4,56,2147483647,0,3,null,null,,144,LEFT,,144,70
145,145,40,0,32,4,60,2147483647,0,2,null,null,,145,UP,,145,70
146,146,80,0,16,4,72,2147483647,0,1,null,null,,146,DOWN,,146,190
147,147,110,0,28,4,64,2147483647,0,1,null,null,,147,UP,,147,160
148,148,270,183,73,16,2147483647,55,4,0,null,null,,148,RIGHT,,148,30
149,149,270,171,85,4,2147483647,64,4,0,null,null,,149,LEFT,,149,60
150,150,300,159,76,4,2147483647,54,4,0,null,null,,150,RIGHT,,150,60
151,151,330,147,64,4,2147483647,40,4,0,null,null,,151,LEFT,,151,100
152,152,360,135,52,4,2147483647,26,4,0,null,null,,152,DOWN,,152,70
153,153,430,107,56,4,2147483647,24,4,0,null,null,,153,DOWN,,153,0
154,154,430,95,68,16,2147483647,22,4,0,null,null,,154,LEFT,,154,0
155,155,430,59,93,12,2147483647,76,4,0,null,null,,155,LEFT,,155,60
156,156,430,35,69,4,2147483647,53,4,0,null,null,,156,DOWN,,156,60
157,157,490,11,48,4,2147483647,41,4,0,null,null,,157,RIGHT,,157,0
158,158,490,0,84,24,63,2147483647,0,0,null,null,,158,UP,,158,0
159,159,490,0,93,12,59,2147483647,0,0,null,null,,159,LEFT,,159,0
160,160,490,0,69,28,58,2147483647,0,0,null,null,,160,DOWN,,160,30
161,161,490,0,48,4,92,2147483647,0,0,null,null,,161,DOWN,,161,60
162,162,520,0,36,4,93,2147483647,0,0,null,null,,162,DOWN,,162,200
163,163,550,0,24,4,107,2147483647,0,0,null,null,,163,LEFT,,163,200
164,164,720,171,88,4,2147483647,139,4,0,null,null,,164,LEFT,,164,120
165,165,750,159,76,4,2147483647,145,4,0,null,null,,165,UP,,165,100
166,166,840,123,72,4,2147483647,113,4,0,null,null,,166,DOWN,,166,40
167,167,850,111,60,4,2147483647,107,4,0,null,null,,167,RIGHT,,167,60
168,168,880,99,48,4,2147483647,101,4,0,null,null,,168,DOWN,,168,60
169,169,910,87,36,4,2147483647,103,4,0,null,null,,169,RIGHT,,169,200
170,170,940,75,24,4,2147483647,89,4,0,null,null,,170,RIGHT,,170,200
171,171,1110,171,128,4,2147483647,126,4,0,null,null,,171,LEFT,,171,110
172,172,1140,159,140,4,2147483647,136,4,0,null,null,,172,LEFT,,172,80
173,173,1220,123,165,16,2147483647,146,4,0,null,null,,173,RIGHT,,173,0
174,174,1220,111,153,4,2147483647,136,4,0,null,null,,174,RIGHT,,174,0
175,175,1220,59,117,4,2147483647,103,4,0,null,null,,175,UP,,175,60
176,176,1220,47,105,4,2147483647,93,4,0,null,null,,176,RIGHT,,176,60
177,177,1280,23,129,4,2147483647,112,4,0,null,null,,177,UP,,177,0
178,178,1280,0,116,28,101,2147483647,0,0,null,null,,178,RIGHT,,178,0
179,179,1280,0,104,24,101,2147483647,0,0,null,null,,179,UP,,179,0
180,180,1280,0,80,28,63,2147483647,0,0,null,null,,180,LEFT,,180,0
181,181,1280,0,68,16,39,2147483647,0,0,null,null,,181,DOWN,,181,0
182,182,1280,0,56,4,53,2147483647,0,0,null,null,,182,LEFT,,182,0
183,183,1280,0,52,4,53,2147483647,0,0,null,null,,183,LEFT,,183,70
184,184,1280,0,64,4,39,2147483647,0,0,null,null,,184,DOWN,,184,130
185,185,1350,0,92,4,45,2147483647,0,0,null,null,,185,LEFT,,185,60
186,186,1410,0,85,16,45,2147483647,0,0,null,null,,186,LEFT,,186,0
187,187,1410,0,73,28,45,2147483647,0,0,null,null,,187,DOWN,,187,0
188,188,1410,0,57,25,45,2147483647,0,0,null,null,,188,DOWN,,188,0
