4,4,340,0,936,RIGHT,175,3,0,4,92,98,91,NONE,NONE,,4,UP,,4,2145


98,98,1080,0,237,RIGHT,151,3,0,16,2147483647,64,54,NONE,NONE,,98,UP,,98,410
99,99,1080,0,225,DOWN,99,3,0,4,2147483647,32,32,BOTH,NONE,,99,DOWN,,99,920

120,120,1390,0,165,DOWN,163,3,1,16,85,2147483647,34,NONE,BOTH,,120,LEFT,,120,2520
122,122,1390,0,348,DOWN,135,3,1,16,57,2147483647,8,NONE,BOTH,,122,LEFT,,122,2350
123,123,1800,0,399,LEFT,110,2,1,4,32,65,21,NONE,FRONT,,123,LEFT,,123,1145






242,242,150,0,728,UP,0,0,1,28,84,13,2147483647,NONE,NONE,,242,RIGHT,,242,2555

411,411,1480,0,153,RIGHT,183,1,2,4,2147483647,64,70,NONE,NONE,,411,UP,,411,570
412,412,1500,0,165,RIGHT,171,1,2,4,2147483647,40,64,NONE,NONE,,412,LEFT,,412,750

440,440,1910,0,201,LEFT,0,0,4,16,2147483647,2147483647,2147483647,NONE,NONE,,440,RIGHT,,440,360


472,472,2160,0,189,LEFT,127,2,0,4,2147483647,41,25,NONE,BOTH,,472,LEFT,,472,270
473,473,2160,0,177,LEFT,115,2,0,16,2147483647,41,19,NONE,BOTH,,473,RIGHT,,473,320
474,474,2160,0,165,LEFT,103,2,0,4,2147483647,18,13,FRONT,BOTH,,474,UP,,474,605




591,591,1520,0,399,LEFT,0,0,0,16,2147483647,28,2147483647,NONE,NONE,,591,RIGHT,,591,300



622,622,100,0,516,DOWN,0,0,3,16,68,8,2147483647,NONE,NONE,,622,LEFT,,622,2740


728,728,10,0,456,LEFT,0,0,4,4,44,2147483647,2147483647,NONE,NONE,,728,LEFT,,728,1180


857,857,270,0,691,DOWN,0,0,4,4,48,2147483647,2147483647,NONE,NONE,,857,LEFT,,857,830


1041,1041,50,0,984,UP,0,0,4,4,60,2147483647,2147483647,NONE,NONE,,1041,LEFT,,1041,980


1144,1144,1720,0,153,LEFT,91,3,0,16,2147483647,65,27,NONE,FRONT,,1144,RIGHT,,1144,1410



1171,1171,70,0,1008,UP,0,0,4,4,36,2147483647,2147483647,NONE,NONE,,1171,DOWN,,1171,930

1360,1360,2130,0,540,DOWN,59,3,0,36,2147483647,14,21,NONE,BOTH,,1360,RIGHT,,1360,160
1361,1361,2130,0,753,DOWN,35,3,0,16,2147483647,14,9,NONE,BOTH,,1361,UP,,1361,150
1361,1361,2130,0,883,DOWN,23,3,0,4,2147483647,14,27,NONE,NONE,,1361,RIGHT,,1361,340
1362,1362,2130,0,1020,DOWN,11,3,0,16,2147483647,14,45,NONE,NONE,,1362,RIGHT,,1362,490
1362,1362,2130,0,1271,LEFT,0,0,0,4,2147483647,14,2147483647,NONE,NONE,,1362,UP,,1362,1530
1363,1363,2180,0,1008,UP,0,0,0,16,2147483647,14,2147483647,BOTH,NONE,,1363,LEFT,,1363,1440


1474,1474,2650,0,225,RIGHT,51,2,0,16,2147483647,35,38,FRONT,FRONT,,1474,LEFT,,1474,180

1542,1542,40,0,348,UP,0,0,4,4,32,2147483647,2147483647,NONE,NONE,,1542,DOWN,,1542,1070

2016,2016,1590,0,213,LEFT,151,3,1,4,124,2147483647,17,NONE,BOTH,,2016,RIGHT,,2016,2610
2022,2022,2340,0,1008,UP,147,2,0,8,2147483647,58,70,NONE,NONE,,2022,RIGHT,,2022,410
2023,2023,2350,0,1020,RIGHT,135,2,0,16,2147483647,34,68,NONE,NONE,,2023,RIGHT,,2023,920
2023,2023,2350,0,1271,LEFT,83,2,0,4,2147483647,34,62,BOTH,NONE,,2023,DOWN,,2023,950

2121,2121,2170,0,165,DOWN,163,3,0,4,2147483647,51,30,NONE,BOTH,,2121,UP,,2121,1005

2193,2193,570,0,960,LEFT,0,0,4,16,84,2147483647,2147483647,NONE,NONE,,2193,LEFT,,2193,920

2267,2267,540,0,201,UP,107,4,0,16,64,2147483647,26,NONE,BACK,,2267,RIGHT,,2267,3410
2269,2269,1140,0,386,LEFT,55,2,2,36,92,2147483647,44,NONE,NONE,,2269,UP,,2269,2750
2517,2517,0,0,984,LEFT,0,0,4,0,60,2147483647,2147483647,NONE,NONE,,2517,DOWN,,2517,1030

2529,2529,480,0,165,RIGHT,87,2,0,4,28,18,28,FRONT,BACK,,2529,LEFT,,2529,815


2555,2555,10,0,516,LEFT,0,0,4,12,68,2147483647,2147483647,NONE,NONE,,2555,UP,,2555,1310

2669,2669,2080,0,948,RIGHT,163,1,1,4,2147483647,66,91,NONE,NONE,,2669,RIGHT,,2669,260
2670,2670,2080,0,960,RIGHT,151,1,0,4,2147483647,42,97,NONE,NONE,,2670,LEFT,,2670,800
2671,2671,2080,0,972,RIGHT,139,1,0,4,2147483647,42,90,NONE,NONE,,2671,UP,,2671,1080
2671,2671,2080,0,984,RIGHT,127,1,0,4,2147483647,42,72,NONE,NONE,,2671,UP,,2671,930
2671,2671,2080,0,996,RIGHT,115,1,0,16,2147483647,38,54,NONE,NONE,,2671,UP,,2671,870


2699,2699,1760,0,386,UP,55,4,0,4,2147483647,2147483647,10,NONE,BOTH,,2699,UP,,2699,700
2703,2703,1980,0,834,LEFT,0,0,4,4,2147483647,2147483647,2147483647,NONE,NONE,,2703,RIGHT,,2703,180
2704,2704,1980,0,810,LEFT,0,0,4,4,2147483647,2147483647,2147483647,NONE,NONE,,2704,DOWN,,2704,270
2988,2988,0,0,599,UP,0,0,3,24,80,15,2147483647,NONE,NONE,,2988,LEFT,,2988,2735
3114,3114,630,0,225,RIGHT,71,2,1,4,28,12,22,BOTH,NONE,,3114,LEFT,,3114,3210
3303,3303,590,0,1271,DOWN,39,3,0,4,28,20,90,FRONT,NONE,,3303,RIGHT,,3303,790
3374,3374,1040,0,386,RIGHT,111,3,0,32,92,3,60,BOTH,NONE,,3374,UP,,3374,1580
3521,3521,1420,0,177,RIGHT,30,3,1,16,149,2147483647,21,NONE,BACK,,3521,DOWN,,3521,610

3530,3530,750,0,189,UP,55,3,0,4,52,36,35,BACK,BOTH,,3530,UP,,3530,1630

3543,3543,1500,0,456,UP,127,1,0,32,44,26,16,BOTH,FRONT,,3543,UP,,3543,310
3543,3543,1500,0,348,UP,115,1,0,20,32,46,22,NONE,BACK,,3543,RIGHT,,3543,565

3579,3579,40,0,810,DOWN,0,0,4,4,36,2147483647,2147483647,NONE,NONE,,3579,UP,,3579,960


3963,3963,70,0,883,DOWN,0,0,4,4,36,2147483647,2147483647,NONE,NONE,,3963,DOWN,,3963,960


3989,3989,930,0,1211,DOWN,79,3,1,16,128,2147483647,18,NONE,NONE,,3989,UP,,3989,3360
3991,3991,1410,0,984,RIGHT,19,2,1,4,128,69,16,NONE,NONE,,3991,RIGHT,,3991,3520

4308,4308,1720,0,213,RIGHT,27,3,0,16,2147483647,17,17,NONE,FRONT,,4308,LEFT,,4308,730
4310,4310,1920,0,237,RIGHT,3,2,1,4,2147483647,17,16,NONE,BACK,,4310,UP,,4310,745
4318,4318,2060,0,348,RIGHT,0,0,0,4,2147483647,4,2147483647,NONE,NONE,,4318,LEFT,,4318,2250
4319,4319,2090,0,153,UP,0,0,0,16,2147483647,4,2147483647,NONE,NONE,,4319,RIGHT,,4319,1850

4327,4327,680,0,960,RIGHT,151,3,0,4,84,66,88,NONE,NONE,,4327,RIGHT,,4327,2080


4348,4348,510,0,480,LEFT,27,2,0,24,93,6,53,BOTH,NONE,,4348,DOWN,,4348,110


4456,4456,2620,0,153,UP,74,4,0,4,2147483647,2147483647,3,NONE,BOTH,,4456,UP,,4456,660


4570,4570,940,0,716,UP,115,3,0,36,104,43,22,NONE,NONE,,4570,DOWN,,4570,1825




4632,4632,380,0,691,LEFT,0,0,4,4,68,2147483647,2147483647,NONE,NONE,,4632,UP,,4632,940


4719,4719,550,0,691,UP,7,2,0,4,68,47,39,NONE,BOTH,,4719,UP,,4719,740



4842,4842,420,0,540,RIGHT,11,1,0,36,69,3,47,BOTH,NONE,,4842,LEFT,,4842,660

5006,5006,250,0,859,LEFT,0,0,4,4,60,2147483647,2147483647,NONE,NONE,,5006,LEFT,,5006,890


5032,5032,2140,0,984,LEFT,123,3,0,16,2147483647,92,13,NONE,NONE,,5032,RIGHT,,5032,410
5036,5036,2540,0,1211,RIGHT,23,2,0,52,2147483647,4,79,BOTH,NONE,,5036,DOWN,,5036,300
5036,5036,2540,0,1223,RIGHT,11,2,0,40,2147483647,4,97,NONE,NONE,,5036,LEFT,,5036,330
