297,297,640,0,691,RIGHT,0,0,0,4,68,9,2147483647,NONE,NONE,,297,DOWN,,297,1220
354,354,430,0,753,DOWN,131,3,0,4,48,60,35,NONE,BACK,,354,DOWN,,354,610
414,414,1370,0,201,RIGHT,26,3,0,4,52,49,27,NONE,BOTH,,414,LEFT,,414,25
438,438,790,0,960,DOWN,0,0,4,4,84,2147483647,2147483647,NONE,NONE,,438,RIGHT,,438,680
547,547,1920,0,361,RIGHT,83,2,0,4,2147483647,22,131,FRONT,NONE,,547,LEFT,,547,610
548,548,1940,0,1211,RIGHT,0,0,4,4,2147483647,2147483647,2147483647,NONE,NONE,,548,RIGHT,,548,240
554,554,2110,0,728,UP,0,0,4,28,2147483647,2147483647,2147483647,NONE,NONE,,554,RIGHT,,554,140
554,554,2110,0,599,UP,0,0,3,24,2147483647,20,2147483647,NONE,NONE,,554,RIGHT,,554,585
554,554,2120,0,753,RIGHT,0,0,1,4,2147483647,28,2147483647,NONE,NONE,,554,RIGHT,,554,345
665,665,1550,0,237,LEFT,183,3,1,4,2147483647,2147483647,16,NONE,BOTH,,665,UP,,665,870
665,665,1570,0,225,LEFT,171,3,1,4,2147483647,2147483647,6,NONE,BOTH,,665,UP,,665,820
666,666,1970,0,237,LEFT,119,2,0,4,2147483647,33,48,BOTH,NONE,,666,UP,,666,1290
683,683,1780,0,153,RIGHT,183,4,0,4,2147483647,2147483647,67,NONE,NONE,,683,RIGHT,,683,1480
683,683,1800,0,165,RIGHT,171,4,0,4,2147483647,2147483647,61,NONE,NONE,,683,DOWN,,683,1220
703,703,710,0,972,UP,87,4,0,4,60,2147483647,39,NONE,BOTH,,703,RIGHT,,703,220
843,843,1520,0,598,RIGHT,6,3,0,24,105,8,54,FRONT,NONE,,843,DOWN,,843,360
865,865,10,0,753,RIGHT,0,0,3,4,48,52,2147483647,NONE,NONE,,865,DOWN,,865,450
908,908,760,0,810,UP,0,0,0,4,80,34,2147483647,NONE,NONE,,908,DOWN,,908,1030
1088,1088,900,0,480,RIGHT,0,0,4,12,68,2147483647,2147483647,NONE,NONE,,1088,UP,,1088,720
1097,1097,290,0,540,DOWN,155,1,1,4,69,5,31,NONE,BOTH,,1097,LEFT,,1097,1665
1165,1165,440,0,165,LEFT,83,3,0,4,85,69,15,NONE,FRONT,,1165,DOWN,,1165,245
1285,1285,1770,0,177,DOWN,99,2,0,4,40,62,84,NONE,NONE,,1285,DOWN,,1285,320
1290,1290,1870,0,716,RIGHT,11,2,0,24,104,62,40,NONE,BOTH,,1290,DOWN,,1290,1120
1391,1391,340,0,936,RIGHT,87,2,0,4,92,31,109,FRONT,NONE,,1391,LEFT,,1391,1810
1391,1391,340,0,948,RIGHT,75,2,0,4,96,7,127,NONE,NONE,,1391,DOWN,,1391,1910
1394,1394,0,0,599,DOWN,0,0,4,24,80,2147483647,2147483647,NONE,NONE,,1394,RIGHT,,1394,1020
1449,1449,2460,0,225,DOWN,163,1,1,16,2147483647,56,38,NONE,BOTH,,1449,RIGHT,,1449,110
1451,1451,2500,0,399,DOWN,135,1,0,4,2147483647,26,80,FRONT,NONE,,1451,LEFT,,1451,485
1453,1453,2530,0,810,LEFT,0,0,4,28,2147483647,2147483647,2147483647,NONE,NONE,,1453,RIGHT,,1453,180
1459,1459,2590,0,810,LEFT,0,0,0,28,2147483647,29,2147483647,NONE,NONE,,1459,LEFT,,1459,285

1480,1480,1820,0,201,RIGHT,95,3,0,4,2147483647,10,22,BOTH,BOTH,,1480,DOWN,,1480,860
1481,1481,1890,0,386,RIGHT,67,3,0,4,2147483647,14,29,FRONT,NONE,,1481,DOWN,,1481,375
1481,1481,1890,0,516,DOWN,55,3,0,16,2147483647,14,35,BACK,NONE,,1481,LEFT,,1481,375
1482,1482,1890,0,480,LEFT,19,3,0,40,2147483647,58,53,NONE,NONE,,1482,LEFT,,1482,280
1569,1569,590,0,948,LEFT,0,0,0,4,36,26,2147483647,BOTH,NONE,,1569,DOWN,,1569,610
1592,1592,1570,0,691,RIGHT,0,0,3,4,2147483647,57,2147483647,NONE,NONE,,1592,LEFT,,1592,565
1592,1592,1650,0,1223,DOWN,0,0,4,16,2147483647,2147483647,2147483647,NONE,NONE,,1592,RIGHT,,1592,60
1596,1596,240,0,213,DOWN,0,0,1,4,40,15,2147483647,NONE,NONE,,1596,DOWN,,1596,2060
1612,1612,690,0,691,RIGHT,0,0,4,4,68,2147483647,2147483647,NONE,NONE,,1612,UP,,1612,720
1681,1681,400,0,348,UP,23,2,0,4,57,24,28,FRONT,NONE,,1681,LEFT,,1681,1335
1722,1722,940,0,225,UP,63,4,0,4,28,2147483647,7,NONE,FRONT,,1722,LEFT,,1722,800
1757,1757,1500,0,399,UP,0,0,0,29,2147483647,14,2147483647,NONE,NONE,,1757,RIGHT,,1757,1555
1758,1758,1500,0,348,RIGHT,0,0,0,4,2147483647,25,2147483647,NONE,NONE,,1758,RIGHT,,1758,1080
1782,1782,1340,0,153,RIGHT,119,3,0,16,73,31,25,BOTH,BOTH,,1782,DOWN,,1782,145

1789,1789,330,0,165,DOWN,163,3,0,4,85,76,40,NONE,BOTH,,1789,LEFT,,1789,1125




1872,1872,2070,0,996,DOWN,0,0,0,4,2147483647,31,2147483647,NONE,NONE,,1872,LEFT,,1872,115



1918,1918,850,0,948,LEFT,103,4,0,4,104,2147483647,73,NONE,NONE,,1918,RIGHT,,1918,1690
1918,1918,850,0,936,LEFT,91,4,0,4,92,2147483647,67,NONE,NONE,,1918,UP,,1918,2370







1987,1987,1900,0,225,LEFT,171,2,1,4,2147483647,39,28,FRONT,BOTH,,1987,UP,,1987,660


2010,2010,1090,0,165,LEFT,83,3,0,4,85,61,54,NONE,NONE,,2010,DOWN,,2010,1595
2010,2010,1090,0,361,RIGHT,55,3,0,32,92,37,64,BOTH,NONE,,2010,LEFT,,2010,1975




2064,2064,1020,0,177,DOWN,91,4,0,4,40,2147483647,22,NONE,FRONT,,2064,RIGHT,,2064,100







2127,2127,210,0,189,RIGHT,0,0,2,4,64,42,2147483647,NONE,NONE,,2127,LEFT,,2127,1885


2156,2156,1380,0,728,UP,115,3,0,28,104,20,95,BOTH,NONE,,2156,DOWN,,2156,1140

2170,2170,960,0,348,DOWN,83,3,0,4,84,39,36,FRONT,NONE,,2170,DOWN,,2170,1435
















2343,2343,1570,0,225,DOWN,163,3,0,4,2147483647,55,15,NONE,NONE,,2343,RIGHT,,2343,1555
2343,2343,1570,0,237,RIGHT,151,3,0,4,2147483647,55,9,NONE,FRONT,,2343,DOWN,,2343,295
2343,2343,1610,0,399,DOWN,135,3,0,4,2147483647,23,14,BOTH,BOTH,,2343,DOWN,,2343,745
2343,2343,1830,0,1223,LEFT,0,0,4,4,2147483647,2147483647,2147483647,NONE,NONE,,2343,RIGHT,,2343,120







2413,2413,210,0,936,LEFT,0,0,2,4,92,64,2147483647,NONE,NONE,,2413,DOWN,,2413,1100

2425,2425,90,0,728,UP,0,0,3,28,84,36,2147483647,NONE,NONE,,2425,DOWN,,2425,2365

2457,2457,1950,0,728,LEFT,0,0,4,24,2147483647,2147483647,2147483647,NONE,NONE,,2457,RIGHT,,2457,100
2458,2458,1950,0,716,LEFT,0,0,4,36,2147483647,2147483647,2147483647,NONE,NONE,,2458,RIGHT,,2458,160
2459,2459,1950,0,598,UP,0,0,3,40,2147483647,15,2147483647,NONE,NONE,,2459,DOWN,,2459,840



2495,2495,1500,0,883,RIGHT,79,4,0,4,105,2147483647,52,NONE,NONE,,2495,UP,,2495,1340


2508,2508,10,0,348,RIGHT,0,0,4,4,32,2147483647,2147483647,NONE,NONE,,2508,UP,,2508,60

2515,2515,120,0,984,UP,0,0,3,4,60,96,2147483647,NONE,NONE,,2515,DOWN,,2515,860









2650,2650,740,0,996,LEFT,0,0,0,16,48,9,2147483647,FRONT,NONE,,2650,DOWN,,2650,970





2708,2708,110,0,599,LEFT,0,0,2,24,80,9,2147483647,NONE,NONE,,2708,LEFT,,2708,2155

2727,2727,1410,0,540,UP,0,0,0,4,2147483647,13,2147483647,NONE,NONE,,2727,LEFT,,2727,140








2803,2803,480,0,960,RIGHT,15,3,0,4,84,21,126,FRONT,NONE,,2803,LEFT,,2803,440















2943,2943,1150,0,189,RIGHT,83,4,0,4,64,2147483647,17,NONE,BOTH,,2943,LEFT,,2943,1390
2944,2944,1180,0,201,RIGHT,71,4,0,4,52,2147483647,11,NONE,BOTH,,2944,UP,,2944,1420

2960,2960,750,0,480,RIGHT,0,0,0,12,68,33,2147483647,NONE,NONE,,2960,LEFT,,2960,600
2961,2961,750,0,516,RIGHT,0,0,0,12,68,26,2147483647,FRONT,NONE,,2961,LEFT,,2961,1325
2962,2962,760,0,540,RIGHT,0,0,0,4,44,16,2147483647,BACK,NONE,,2962,DOWN,,2962,1580





3009,3009,1570,0,201,LEFT,147,3,0,4,2147483647,37,25,FRONT,NONE,,3009,DOWN,,3009,865

3018,3018,110,0,728,UP,0,0,2,28,84,28,2147483647,NONE,NONE,,3018,DOWN,,3018,2340





3070,3070,530,0,456,DOWN,59,3,0,4,69,54,13,NONE,NONE,,3070,DOWN,,3070,1320



3093,3093,800,0,237,RIGHT,91,3,1,4,16,2147483647,26,NONE,NONE,,3093,LEFT,,3093,1210

3102,3102,1260,0,177,LEFT,55,3,0,16,76,34,43,FRONT,NONE,,3102,DOWN,,3102,350
3102,3102,1260,0,165,LEFT,43,3,0,4,85,14,27,BACK,BOTH,,3102,LEFT,,3102,250



3133,3133,650,0,996,LEFT,0,0,0,4,48,28,2147483647,BOTH,NONE,,3133,LEFT,,3133,455




3178,3178,1440,0,480,UP,67,2,1,16,68,76,39,NONE,BOTH,,3178,LEFT,,3178,210
3181,3181,1480,0,153,UP,15,2,0,4,16,61,52,NONE,NONE,,3181,LEFT,,3181,240

3188,3188,10,0,540,RIGHT,0,0,3,4,44,44,2147483647,NONE,NONE,,3188,DOWN,,3188,1195














3329,3329,20,0,753,LEFT,0,0,3,4,48,58,2147483647,NONE,NONE,,3329,DOWN,,3329,1565













3457,3457,1820,0,201,UP,0,0,0,16,2147483647,6,2147483647,FRONT,NONE,,3457,DOWN,,3457,630


3486,3486,1110,0,810,LEFT,0,0,0,16,80,21,2147483647,FRONT,NONE,,3486,DOWN,,3486,1150


3520,3520,1740,0,984,LEFT,0,0,4,4,2147483647,2147483647,2147483647,NONE,NONE,,3520,RIGHT,,3520,120
3521,3521,1740,0,972,LEFT,0,0,4,16,2147483647,2147483647,2147483647,NONE,NONE,,3521,RIGHT,,3521,200
3522,3522,1740,0,960,LEFT,0,0,4,4,2147483647,2147483647,2147483647,NONE,NONE,,3522,RIGHT,,3522,80

3540,3540,1300,0,213,LEFT,0,0,0,16,40,15,2147483647,BOTH,NONE,,3540,LEFT,,3540,400




3581,3581,350,0,165,LEFT,103,1,0,4,28,50,40,NONE,BOTH,,3581,DOWN,,3581,340
3582,3582,420,0,361,RIGHT,75,1,0,4,56,46,74,NONE,NONE,,3582,LEFT,,3582,660



3629,3629,1440,0,753,LEFT,0,0,0,4,2147483647,10,2147483647,NONE,NONE,,3629,LEFT,,3629,140
3630,3630,1440,0,599,LEFT,0,0,0,28,2147483647,10,2147483647,NONE,NONE,,3630,DOWN,,3630,240
3630,3630,1440,0,728,LEFT,0,0,0,24,2147483647,10,2147483647,NONE,NONE,,3630,DOWN,,3630,340
3631,3631,1450,0,859,RIGHT,0,0,0,4,2147483647,10,2147483647,NONE,NONE,,3631,LEFT,,3631,200
3632,3632,1510,0,883,RIGHT,0,0,0,4,2147483647,10,2147483647,NONE,NONE,,3632,DOWN,,3632,70
3633,3633,1530,0,1020,DOWN,0,0,0,16,2147483647,10,2147483647,NONE,NONE,,3633,DOWN,,3633,180
3634,3634,1540,0,399,LEFT,0,0,4,4,2147483647,2147483647,2147483647,NONE,NONE,,3634,RIGHT,,3634,60
3635,3635,1570,0,237,UP,0,0,4,20,2147483647,2147483647,2147483647,NONE,NONE,,3635,RIGHT,,3635,80


3653,3653,800,0,691,DOWN,0,0,4,12,68,2147483647,2147483647,NONE,NONE,,3653,LEFT,,3653,740

3664,3664,1890,0,691,DOWN,131,2,0,4,2147483647,41,39,NONE,NONE,,3664,LEFT,,3664,1740
3665,3665,2700,0,753,LEFT,106,1,1,4,2147483647,41,43,NONE,NONE,,3665,RIGHT,,3665,110
3666,3666,2700,0,599,LEFT,70,1,1,24,2147483647,41,97,NONE,NONE,,3666,RIGHT,,3666,380
3667,3667,2700,0,516,UP,58,1,0,12,2147483647,9,115,NONE,NONE,,3667,LEFT,,3667,810



3704,3704,1600,0,1211,LEFT,0,0,4,4,128,2147483647,2147483647,NONE,NONE,,3704,RIGHT,,3704,1200







3778,3778,830,0,225,DOWN,99,3,0,4,112,16,15,FRONT,BOTH,,3778,DOWN,,3778,515

3794,3794,750,0,753,LEFT,0,0,0,4,48,13,2147483647,NONE,NONE,,3794,DOWN,,3794,2320



3837,3837,1340,0,165,DOWN,19,2,0,16,85,20,100,FRONT,NONE,,3837,LEFT,,3837,80











3940,3940,10,0,598,RIGHT,0,0,4,24,80,2147483647,2147483647,NONE,NONE,,3940,LEFT,,3940,900

3951,3951,320,0,516,UP,2,2,0,12,68,20,13,BOTH,BACK,,3951,LEFT,,3951,420














4076,4076,740,0,237,UP,10,3,0,16,100,69,14,NONE,BOTH,,4076,LEFT,,4076,20


4095,4095,1870,0,165,DOWN,39,1,0,16,2147483647,14,80,BOTH,NONE,,4095,UP,,4095,215




4131,4131,1270,0,480,LEFT,43,2,0,12,68,3,3,NONE,BOTH,,4131,LEFT,,4131,270
4132,4132,1280,0,456,LEFT,19,2,0,4,44,3,39,NONE,BACK,,4132,LEFT,,4132,430
4139,4139,2550,0,386,LEFT,135,2,1,4,2147483647,26,75,NONE,NONE,,4139,LEFT,,4139,240
4140,4140,2610,0,201,UP,107,2,1,16,2147483647,26,89,NONE,NONE,,4140,RIGHT,,4140,50

4156,4156,890,0,516,LEFT,7,3,0,12,68,15,11,BOTH,NONE,,4156,LEFT,,4156,2135



4192,4192,900,0,386,UP,55,4,0,32,56,2147483647,30,NONE,NONE,,4192,UP,,4192,3550
4192,4192,900,0,225,UP,27,4,0,4,28,2147483647,12,NONE,BOTH,,4192,RIGHT,,4192,3210
4193,4193,930,0,237,RIGHT,15,4,0,4,16,2147483647,6,NONE,BOTH,,4193,LEFT,,4193,3200



4233,4233,810,0,348,RIGHT,42,4,0,4,32,2147483647,29,NONE,BOTH,,4233,RIGHT,,4233,60


4273,4273,2040,0,599,DOWN,75,1,0,28,2147483647,7,83,NONE,NONE,,4273,DOWN,,4273,320
4273,4273,2040,0,728,LEFT,51,1,0,24,2147483647,7,95,NONE,NONE,,4273,UP,,4273,120
4273,4273,2040,0,716,LEFT,39,1,0,24,2147483647,7,89,NONE,NONE,,4273,UP,,4273,100
4273,4273,2040,0,598,UP,15,1,0,24,2147483647,7,77,NONE,NONE,,4273,UP,,4273,120
4273,4273,2040,0,480,UP,3,1,0,12,2147483647,7,71,NONE,NONE,,4273,UP,,4273,120
